,text,start,duration,VideoId
296,subjects but yeah you can tell this is,664.06,3.51,LTDuGU38-70
297,an confid,666.61,3.45,LTDuGU38-70
298,nice camera no autofocus issues at all,667.57,4.11,LTDuGU38-70
299,especially when you give it some light,670.06,3.6,LTDuGU38-70
300,and even sometimes when you don't it's,671.68,4.68,LTDuGU38-70
301,nice I like it you are still gonna get,673.66,5.369,LTDuGU38-70
302,more fringing with close-up subjects I,676.36,4.44,LTDuGU38-70
303,take a lot of close-ups subject photos,679.029,3.271,LTDuGU38-70
304,and that's the downside of a big one,680.8,4.2,LTDuGU38-70
305,over 1.4 inch sensor but again that just,682.3,4.08,LTDuGU38-70
306,seems like par for the course for,685.0,3.06,LTDuGU38-70
307,flagship cameras right now,686.38,4.709,LTDuGU38-70
308,big sensor usually sharp photos but get,688.06,4.44,LTDuGU38-70
309,some fringing when your photos are,691.089,3.541,LTDuGU38-70
310,close-up subjects the night mode is,692.5,3.6,LTDuGU38-70
311,pretty good which is nice,694.63,4.47,LTDuGU38-70
312,max zoom is 30 X from that telephoto,696.1,5.039,LTDuGU38-70
313,camera I don't think it's very usable at,699.1,5.039,LTDuGU38-70
314,30 X it's barely passable galaxy s 20,701.139,4.651,LTDuGU38-70
315,Ultra is still gonna be the zoom champ,704.139,4.2,LTDuGU38-70
316,for that sort of range but tight 10x is,705.79,6.029,LTDuGU38-70
317,fine and 3x is definitely usable and I,708.339,5.461,LTDuGU38-70
318,have pretty much no use for the head,711.819,4.26,LTDuGU38-70
319,color filter camera the selfie camera,713.8,4.14,LTDuGU38-70
320,you guys have asked for it I usually,716.079,3.51,LTDuGU38-70
321,don't get too into the selfie camera in,717.94,3.66,LTDuGU38-70
322,smartphones but I'll do it I'll start,719.589,3.391,LTDuGU38-70
323,taking selfies now it's part of the job,721.6,3.96,LTDuGU38-70
324,and I gotta say this one still seems to,722.98,5.279,LTDuGU38-70
325,struggle with proper exposure and maybe,725.56,4.05,LTDuGU38-70
326,that's gonna happen more for people with,728.259,3.961,LTDuGU38-70
327,darker skin like myself but other than,729.61,4.68,LTDuGU38-70
328,that it's still looking pretty good with,732.22,5.01,LTDuGU38-70
329,detail and video from this camera is,734.29,4.71,LTDuGU38-70
330,also good especially with color and,737.23,4.89,LTDuGU38-70
331,stabilization at 4k and you can see no,739.0,5.399,LTDuGU38-70
332,8k video here but you know you're not,742.12,3.719,LTDuGU38-70
333,touching the iPhone when it comes to the,744.399,3.331,LTDuGU38-70
334,absolute best video quality in a phone,745.839,3.69,LTDuGU38-70
335,right now but this is still good,747.73,3.719,LTDuGU38-70
336,flagship quality color me impressed,749.529,3.451,LTDuGU38-70
337,I think god I think some people took me,751.449,3.961,LTDuGU38-70
338,saying that the camera was the worst,752.98,5.159,LTDuGU38-70
339,part of the phone last year as like some,755.41,5.25,LTDuGU38-70
340,sort of horrific flaw in it when really,758.139,4.021,LTDuGU38-70
341,it was like the rest of the phone was so,760.66,4.35,LTDuGU38-70
342,incredibly good that feat ok camera was,762.16,5.429,LTDuGU38-70
343,the downside but again now we're looking,765.01,4.74,LTDuGU38-70
344,at a flagship quality camera and they've,767.589,4.291,LTDuGU38-70
345,also been notoriously pretty good with,769.75,4.17,LTDuGU38-70
346,updating them over time and getting,771.88,4.23,LTDuGU38-70
347,better with camera quality that's been,773.92,4.109,LTDuGU38-70
348,nice plus they're probably a G cam mod,776.11,4.2,LTDuGU38-70
349,in the next couple weeks hopefully if,778.029,5.461,LTDuGU38-70
350,you want those sweet pixel contrast II,780.31,6.209,LTDuGU38-70
351,photos so yeah thumbs up on the camera,783.49,4.469,LTDuGU38-70
352,and then one plus phones have long been,786.519,3.031,LTDuGU38-70
353,some of my favorites specifically,787.959,3.81,LTDuGU38-70
354,because of the software and optimized,789.55,4.769,LTDuGU38-70
355,experience this is oxygen OS on top of,791.769,4.981,LTDuGU38-70
356,Android 10 and that's no exception here,794.319,4.051,LTDuGU38-70
357,for this phone there's tons of little,796.75,3.91,LTDuGU38-70
358,tweaks and optimizations and,798.37,4.12,LTDuGU38-70
359,provements and little tightened up,800.66,3.96,LTDuGU38-70
360,animations all over the place but it,802.49,3.899,LTDuGU38-70
361,never feels overloaded like some other,804.62,4.11,LTDuGU38-70
362,overlays actually removed the oxygen OS,806.389,4.291,LTDuGU38-70
363,shelf to the left of the home screen and,808.73,3.719,LTDuGU38-70
364,it's just Google's Discoverer page now,810.68,4.529,LTDuGU38-70
365,like a pixel and there's really high,812.449,5.01,LTDuGU38-70
366,quality haptics in this phone again I,815.209,4.261,LTDuGU38-70
367,love that and then in software there's,817.459,3.601,LTDuGU38-70
368,just a couple new software features here,819.47,2.549,LTDuGU38-70
369,and there that are nicely executed,821.06,4.86,LTDuGU38-70
370,there's a new dark mode 2.0 theme some,822.019,5.791,LTDuGU38-70
371,new dynamic wallpapers tucked in there,825.92,3.63,LTDuGU38-70
372,and just a lot of aesthetic tweaks,827.81,3.3,LTDuGU38-70
373,generally but they do a good job of not,829.55,4.86,LTDuGU38-70
374,feeling overly cartoony and then there's,831.11,6.63,LTDuGU38-70
375,a new motion graphic smoothing toggle,834.41,6.09,LTDuGU38-70
376,that works with certain apps you can see,837.74,4.469,LTDuGU38-70
377,the whole compatibility list here from,840.5,3.66,LTDuGU38-70
378,my phone and it worked pretty well when,842.209,3.601,LTDuGU38-70
379,I tried it for like two minutes but I,844.16,4.109,LTDuGU38-70
380,feel like I'm against motion smoothing,845.81,6.0,LTDuGU38-70
381,like on principle at my core so I turned,848.269,4.92,LTDuGU38-70
382,that off pretty quick but you might,851.81,2.819,LTDuGU38-70
383,remember that what's on my phone video,853.189,3.57,LTDuGU38-70
384,with the galaxy s 20 where I go through,854.629,3.63,LTDuGU38-70
385,all the things that I do that the little,856.759,3.361,LTDuGU38-70
386,subtle software tweaks to really make it,858.259,4.38,LTDuGU38-70
387,my daily driver and make it behave the,860.12,4.86,LTDuGU38-70
388,way I want that list of things is so,862.639,4.68,LTDuGU38-70
389,much shorter on a phone like the oneplus,864.98,6.15,LTDuGU38-70
390,8 pro or a pixel and I yeah this this is,867.319,5.281,LTDuGU38-70
391,gonna be my new daily driver so long,871.13,2.759,LTDuGU38-70
392,story short they finally made a flagship,872.6,2.94,LTDuGU38-70
393,they finally did it they're charging,873.889,3.3,LTDuGU38-70
394,flagship money and they're offering,875.54,3.63,LTDuGU38-70
395,pretty much everything a flagship would,877.189,3.96,LTDuGU38-70
396,in a bonafide,879.17,5.159,LTDuGU38-70
397,complete kind of predictable feeling way,881.149,4.891,LTDuGU38-70
398,but still it's what we're looking,884.329,2.94,LTDuGU38-70
399,forward to matter of fact let me put my,886.04,3.719,LTDuGU38-70
400,predictions down for the one plus eight,887.269,5.49,LTDuGU38-70
401,T pro that'll probably come out in like,889.759,4.5,LTDuGU38-70
402,six to eight months you're probably,892.759,5.31,LTDuGU38-70
403,looking at snapdragon 865 plus maybe a,894.259,6.991,LTDuGU38-70
404,little extra RAM probably faster,898.069,5.49,LTDuGU38-70
405,charging faster qi wireless charging I,901.25,4.139,LTDuGU38-70
406,also think maybe they could use a little,903.559,3.78,LTDuGU38-70
407,bit of a darker coating on the selfie,905.389,4.351,LTDuGU38-70
408,camera up in the corner and maybe a,907.339,4.531,LTDuGU38-70
409,special McLaren Edition phone and that's,909.74,4.199,LTDuGU38-70
410,it but in the meantime this becomes one,911.87,3.54,LTDuGU38-70
411,of the easiest phones to recommend,913.939,4.02,LTDuGU38-70
412,period even though it's the most,915.41,4.71,LTDuGU38-70
413,expensive one plus phone ever which is a,917.959,4.291,LTDuGU38-70
414,nice headline to write it still,920.12,3.719,LTDuGU38-70
415,undercuts a lot of the other flagships,922.25,3.99,LTDuGU38-70
416,that it's now at feature parity with and,923.839,3.571,LTDuGU38-70
417,I think this is definitely the one you,926.24,3.42,LTDuGU38-70
418,should pick of those either way that's,927.41,4.649,LTDuGU38-70
419,been it thanks for watching catch you,929.66,5.929,LTDuGU38-70
420,guys in the next one peace,932.059,3.53,LTDuGU38-70
0,oK you've seen the title these are the,0.03,3.75,MHWnTJwxsKM
1,two highest end 2020 flag ships from 1,1.56,4.65,MHWnTJwxsKM
2,plus and samsung I've used both for a,3.78,4.35,MHWnTJwxsKM
3,fair bit of time now and today we're,6.21,3.75,MHWnTJwxsKM
4,going to declare a Android smartphone,8.13,4.11,MHWnTJwxsKM
5,king also alongside this video I've,9.96,3.66,MHWnTJwxsKM
6,launched another one comparing the,12.24,3.809,MHWnTJwxsKM
7,normal 1 plus 8 with Apple's iPhone 11,13.62,3.989,MHWnTJwxsKM
8,because that phone was basically built,16.049,3.39,MHWnTJwxsKM
9,to be an iPhone killer,17.609,3.481,MHWnTJwxsKM
10,so after you've seen this one then do,19.439,3.271,MHWnTJwxsKM
11,check that one out too in case you're,21.09,3.21,MHWnTJwxsKM
12,wondering this is the package oneplus,22.71,3.96,MHWnTJwxsKM
13,sent out to me it's the media kit which,24.3,4.17,MHWnTJwxsKM
14,has a few cool things inside for,26.67,4.019,MHWnTJwxsKM
15,starters a beefy reviewers guide I'm,28.47,4.95,MHWnTJwxsKM
16,talking a 60 page read over here and 2,30.689,4.921,MHWnTJwxsKM
17,official cases one is the sunstone,33.42,4.62,MHWnTJwxsKM
18,bumper which I mean it feels ok solid,35.61,4.289,MHWnTJwxsKM
19,all run protection with a textured,38.04,3.48,MHWnTJwxsKM
20,finish on both the outside and inside,39.899,4.561,MHWnTJwxsKM
21,but it is just a sheet of plastic the,41.52,5.1,MHWnTJwxsKM
22,second though is the carbon bumper which,44.46,4.439,MHWnTJwxsKM
23,i think is slightly nicer it's part TPU,46.62,3.75,MHWnTJwxsKM
24,and pot' Kevlar,48.899,3.18,MHWnTJwxsKM
25,it still feels slim and light but does,50.37,2.939,MHWnTJwxsKM
26,have a nice matte finish on the outside,52.079,4.531,MHWnTJwxsKM
27,texture on the inside and finally this,53.309,5.461,MHWnTJwxsKM
28,is the retail box the phone so if you,56.61,4.019,MHWnTJwxsKM
29,hopped into a store right now well this,58.77,3.809,MHWnTJwxsKM
30,is the box you'd get and I would go as,60.629,3.42,MHWnTJwxsKM
31,far as to say that the combination of,62.579,3.451,MHWnTJwxsKM
32,what it looks like and what you get in,64.049,3.93,MHWnTJwxsKM
33,here makes this one of my favorite boxes,66.03,3.87,MHWnTJwxsKM
34,and ever the phone is on top and below,67.979,3.93,MHWnTJwxsKM
35,that you get this elongated insert which,69.9,3.93,MHWnTJwxsKM
36,has a couple of cool things inside some,71.909,3.6,MHWnTJwxsKM
37,information cards a sheet of oneplus,73.83,3.51,MHWnTJwxsKM
38,stickers and the invitation letter which,75.509,3.811,MHWnTJwxsKM
39,has the similar typical attached on to,77.34,3.419,MHWnTJwxsKM
40,it this is just basically one plus,79.32,3.75,MHWnTJwxsKM
41,saying hi there yeah thanks for buying,80.759,4.381,MHWnTJwxsKM
42,me there's more though I'm a big fan of,83.07,3.78,MHWnTJwxsKM
43,this case they've added in there it's,85.14,4.409,MHWnTJwxsKM
44,not just some lazy generic TPU sheet,86.85,5.01,MHWnTJwxsKM
45,it's got the never settle slogan in Vic,89.549,4.351,MHWnTJwxsKM
46,text it's got a matte finish on the,91.86,4.41,MHWnTJwxsKM
47,rails texture on the inside and a little,93.9,5.219,MHWnTJwxsKM
48,designed by 1 plus text there's a USBC,96.27,5.309,MHWnTJwxsKM
49,cable for charging and a 30 watt warp,99.119,4.86,MHWnTJwxsKM
50,charger this is fast the eagle-eyed,101.579,3.961,MHWnTJwxsKM
51,among you might have noticed that,103.979,3.451,MHWnTJwxsKM
52,oneplus is actually branded since their,105.54,3.869,MHWnTJwxsKM
53,last phone everything is now in all caps,107.43,4.71,MHWnTJwxsKM
54,with a slightly bolder logo anyways,109.409,4.35,MHWnTJwxsKM
55,holding these two phones together you'll,112.14,3.39,MHWnTJwxsKM
56,notice something the oneplus 8 pro is a,113.759,3.811,MHWnTJwxsKM
57,big phone but Samsung is a slightly,115.53,4.29,MHWnTJwxsKM
58,bigger in every dimension you'll almost,117.57,4.049,MHWnTJwxsKM
59,miss it at a glance but because it's,119.82,3.839,MHWnTJwxsKM
60,bigger from all angles it's taller,121.619,4.471,MHWnTJwxsKM
61,thicker heavier wider and so when you,123.659,3.871,MHWnTJwxsKM
62,add all those together this feels like a,126.09,3.029,MHWnTJwxsKM
63,middleweight versus heavy weight,127.53,3.84,MHWnTJwxsKM
64,situation like no one ever wants to drop,129.119,3.631,MHWnTJwxsKM
65,their phone on their face when they're,131.37,2.43,MHWnTJwxsKM
66,scrolling embedded,132.75,2.94,MHWnTJwxsKM
67,right but I get the feeling that if you,133.8,4.29,MHWnTJwxsKM
68,did do that with this phone you'd be out,135.69,4.86,MHWnTJwxsKM
69,for a few days and as a result almost by,138.09,4.71,MHWnTJwxsKM
70,default oneplus is the more ergonomic,140.55,4.71,MHWnTJwxsKM
71,palm friendly offering but on top of,142.8,4.59,MHWnTJwxsKM
72,that it's smaller dimensions are,145.26,4.17,MHWnTJwxsKM
73,combined with a slightly curved back and,147.39,3.96,MHWnTJwxsKM
74,a matte finish if you go for the top-end,149.43,4.38,MHWnTJwxsKM
75,model this I'm phone off in the UK at,151.35,3.99,MHWnTJwxsKM
76,least the two color options you get are,153.81,4.62,MHWnTJwxsKM
77,glossy black and this greeny blue color,155.34,5.04,MHWnTJwxsKM
78,bordering on being a little plain for,158.43,4.38,MHWnTJwxsKM
79,still it's done well and some color is,160.38,4.17,MHWnTJwxsKM
80,still better than no color like the,162.81,3.51,MHWnTJwxsKM
81,Samsung which comes in either black or,164.55,3.75,MHWnTJwxsKM
82,this exciting gray color,166.32,3.6,MHWnTJwxsKM
83,oh yeah and neither phone has a,168.3,3.57,MHWnTJwxsKM
84,headphone jack but oneplus does have a,169.92,3.81,MHWnTJwxsKM
85,dedicated slider for switching between,171.87,4.14,MHWnTJwxsKM
86,ring vibrate and silent,173.73,4.14,MHWnTJwxsKM
87,the only real design negative for,176.01,4.41,MHWnTJwxsKM
88,oneplus is the enormous camera bump it,177.87,3.72,MHWnTJwxsKM
89,was pretty much my first observation,180.42,3.27,MHWnTJwxsKM
90,when I took the phone out the box but,181.59,4.41,MHWnTJwxsKM
91,let's not forget Samsung sticks out just,183.69,4.32,MHWnTJwxsKM
92,as much but it's wider too if you're,186.0,3.63,MHWnTJwxsKM
93,going to use a case neither of these is,188.01,3.45,MHWnTJwxsKM
94,a big deal because they'll even out the,189.63,3.96,MHWnTJwxsKM
95,back but if you're going there the,191.46,3.93,MHWnTJwxsKM
96,protrusions on either side are enough,193.59,3.63,MHWnTJwxsKM
97,that you can't really use these phones,195.39,3.99,MHWnTJwxsKM
98,sitting on a flat surface okay anyways,197.22,3.9,MHWnTJwxsKM
99,the traditional oneplus smartphone,199.38,3.9,MHWnTJwxsKM
100,strategy has always been to cut a few,201.12,4.05,MHWnTJwxsKM
101,corners to make a firm that is nearly as,203.28,3.84,MHWnTJwxsKM
102,good as the top level flagship ferns but,205.17,4.8,MHWnTJwxsKM
103,much cheaper that's changing this time,207.12,4.74,MHWnTJwxsKM
104,round the oneplus 8 pro is edging ever,209.97,4.019,MHWnTJwxsKM
105,closer to costing as much as a flagship,211.86,5.01,MHWnTJwxsKM
106,I'll come to this but now with little if,213.989,5.761,MHWnTJwxsKM
107,any compromise for example past oneplus,216.87,4.8,MHWnTJwxsKM
108,phones they skipped an IP rating they,219.75,3.57,MHWnTJwxsKM
109,skipped wireless charging but now you've,221.67,3.75,MHWnTJwxsKM
110,got both and in fact one plus wireless,223.32,3.18,MHWnTJwxsKM
111,charging has gone from being,225.42,3.63,MHWnTJwxsKM
112,non-existent to now actually a head of,226.5,4.68,MHWnTJwxsKM
113,Samsung's it can charge with 30 watts of,229.05,4.47,MHWnTJwxsKM
114,power versus 15 on the ultra and,231.18,5.4,MHWnTJwxsKM
115,displays Samsung really is the one to,233.52,4.62,MHWnTJwxsKM
116,beat when it comes to smartphone screens,236.58,4.11,MHWnTJwxsKM
117,but for my preferences at least I would,238.14,4.47,MHWnTJwxsKM
118,go as far as to say that oneplus has,240.69,3.66,MHWnTJwxsKM
119,actually just done that they're similar,242.61,3.51,MHWnTJwxsKM
120,screens both friends actually use a,244.35,4.32,MHWnTJwxsKM
121,display made by Samsung they both have,246.12,5.01,MHWnTJwxsKM
122,insanely high quad HD plus resolutions,248.67,5.58,MHWnTJwxsKM
123,AMOLED technology for deep contrast 120,251.13,4.919,MHWnTJwxsKM
124,Hertz refresh rates for liquid smooth,254.25,3.9,MHWnTJwxsKM
125,performance and built in technologies to,256.049,3.991,MHWnTJwxsKM
126,reduce the amount of blue light emitted,258.15,3.45,MHWnTJwxsKM
127,which is just better for your sleep,260.04,3.96,MHWnTJwxsKM
128,cycle a similar size to is six point,261.6,4.25,MHWnTJwxsKM
129,seven eight inches versus six point,264.0,4.82,MHWnTJwxsKM
130,9 inches but a few differences and the,265.85,5.22,MHWnTJwxsKM
131,key one for me actually being brightness,268.82,3.9,MHWnTJwxsKM
132,I always couldn't believe it the one,271.07,3.57,MHWnTJwxsKM
133,plus looks significantly brighter than,272.72,3.84,MHWnTJwxsKM
134,Samsung's I've tried indoor I've tried,274.64,3.81,MHWnTJwxsKM
135,out door the same result we're talking a,276.56,3.45,MHWnTJwxsKM
136,screen so bright that sometimes I would,278.45,3.45,MHWnTJwxsKM
137,find myself not bothering to use the,280.01,3.6,MHWnTJwxsKM
138,torch but instead of just turning my,281.9,3.36,MHWnTJwxsKM
139,phone around and using the display oh,283.61,3.39,MHWnTJwxsKM
140,yeah and one plus can keep running a,285.26,3.87,MHWnTJwxsKM
141,quad HD plus resolution whilst having,287.0,4.26,MHWnTJwxsKM
142,it's 120 Hertz refresh rate on with,289.13,4.02,MHWnTJwxsKM
143,Samsung it's a case of deciding do I,291.26,3.96,MHWnTJwxsKM
144,want an ultra sharp display or do I want,293.15,3.69,MHWnTJwxsKM
145,an ultra smooth display and on top of,295.22,4.59,MHWnTJwxsKM
146,that yes there is more want less claims,296.84,4.74,MHWnTJwxsKM
147,they further extend their lead with,299.81,4.29,MHWnTJwxsKM
148,something called M EMC technology it's a,301.58,3.99,MHWnTJwxsKM
149,piece of software that tries to combat,304.1,3.21,MHWnTJwxsKM
150,the fact that we've got displays here,305.57,3.96,MHWnTJwxsKM
151,that refresh 120 times per second and,307.31,5.31,MHWnTJwxsKM
152,yet most videos are filmed at 24 or 30,309.53,5.04,MHWnTJwxsKM
153,so when you're using certain apps like,312.62,3.69,MHWnTJwxsKM
154,YouTube on this version it can actually,314.57,3.78,MHWnTJwxsKM
155,insert extra frames to make the video,316.31,4.53,MHWnTJwxsKM
156,appear smoother but after a bit I turn,318.35,4.32,MHWnTJwxsKM
157,the feature off it causes extra battery,320.84,3.66,MHWnTJwxsKM
158,drain and to be honest while it does,322.67,3.51,MHWnTJwxsKM
159,look beautiful on videos that are,324.5,3.45,MHWnTJwxsKM
160,already filmed at say 60 frames per,326.18,3.48,MHWnTJwxsKM
161,second what is trying to upscale videos,327.95,4.14,MHWnTJwxsKM
162,that are filmed at like 24 or 30 the end,329.66,3.99,MHWnTJwxsKM
163,results framerate is kind of all over,332.09,4.17,MHWnTJwxsKM
164,the place it kind of judders both phones,333.65,4.38,MHWnTJwxsKM
165,have an almost identically sized hole,336.26,3.87,MHWnTJwxsKM
166,punch do you want it on the side or do,338.03,3.21,MHWnTJwxsKM
167,you want it in the middle it is,340.13,2.73,MHWnTJwxsKM
168,completely up to you,341.24,4.32,MHWnTJwxsKM
169,me personally I'm a corner hole kind of,342.86,4.98,MHWnTJwxsKM
170,guy you lose symmetry but it means that,345.56,3.69,MHWnTJwxsKM
171,when you watch videos the hole punch,347.84,3.45,MHWnTJwxsKM
172,kind of disappears generally when you're,349.25,3.51,MHWnTJwxsKM
173,watching something your eyes are kind of,351.29,3.54,MHWnTJwxsKM
174,focused on the center of your screen so,352.76,3.66,MHWnTJwxsKM
175,if you have a corner hole punch it's,354.83,3.54,MHWnTJwxsKM
176,kind of further into your peripheral,356.42,3.93,MHWnTJwxsKM
177,vision the last thing I did notice is,358.37,4.32,MHWnTJwxsKM
178,the extra curve you get on the 8 pro's,360.35,4.29,MHWnTJwxsKM
179,display which for the most part is just,362.69,3.93,MHWnTJwxsKM
180,a subjective thing but I will say that,364.64,3.72,MHWnTJwxsKM
181,it's just enough of a curve that in some,366.62,3.75,MHWnTJwxsKM
182,rare cases when I was holding the phone,368.36,3.78,MHWnTJwxsKM
183,with one hand my other fingers would be,370.37,3.9,MHWnTJwxsKM
184,triggering the edges and this doesn't,372.14,3.66,MHWnTJwxsKM
185,seem to happen on the Samsung and one,374.27,3.42,MHWnTJwxsKM
186,thing I've really got a hand to Samsung,375.8,3.48,MHWnTJwxsKM
187,is the fact that in the last few years,377.69,3.27,MHWnTJwxsKM
188,they've brought their phones up from,379.28,3.12,MHWnTJwxsKM
189,being some of the more bloated and,380.96,3.18,MHWnTJwxsKM
190,sluggish offerings to actually some of,382.4,3.84,MHWnTJwxsKM
191,the snappiest 1 plus used to have a very,384.14,4.32,MHWnTJwxsKM
192,clear speed and actually even battery,386.24,4.23,MHWnTJwxsKM
193,advantage but I think it's starting to,388.46,3.78,MHWnTJwxsKM
194,fade and let me be very clear this is,390.47,3.63,MHWnTJwxsKM
195,not a case of one-plus getting slower by,392.24,3.27,MHWnTJwxsKM
196,any stretch of the imagination,394.1,3.81,MHWnTJwxsKM
197,v8 Pro is blistering fast it's just a,395.51,3.899,MHWnTJwxsKM
198,case that actually Samsung has caught,397.91,3.689,MHWnTJwxsKM
199,and we're at a stage where I really,399.409,3.24,MHWnTJwxsKM
200,can't tell much of a difference between,401.599,2.79,MHWnTJwxsKM
201,them anymore both phones have those,402.649,4.02,MHWnTJwxsKM
202,ultra fluid 120 Hertz displays and,404.389,3.96,MHWnTJwxsKM
203,pretty much the best specs you can hope,406.669,4.441,MHWnTJwxsKM
204,for top-end chipsets a ton of RAM up to,408.349,5.52,MHWnTJwxsKM
205,12 gigs on oneplus and 16 on Samsung and,411.11,5.909,MHWnTJwxsKM
206,fast u FS 3.0 storage the only caveat,413.869,4.98,MHWnTJwxsKM
207,with the Samsung is and we've gone,417.019,3.24,MHWnTJwxsKM
208,through this is the fact that there's,418.849,2.46,MHWnTJwxsKM
209,two different versions of the phone,420.259,3.0,MHWnTJwxsKM
210,depending on which region you're in and,421.309,3.301,MHWnTJwxsKM
211,long story short if you get the,423.259,2.97,MHWnTJwxsKM
212,Snapdragon version in your region you,424.61,3.449,MHWnTJwxsKM
213,get to go this is a really fantastically,426.229,3.54,MHWnTJwxsKM
214,performing phone but if you get the,428.059,5.1,MHWnTJwxsKM
215,Exynos version and not so much but the,429.769,5.22,MHWnTJwxsKM
216,full detail is linked somewhere here so,433.159,3.3,MHWnTJwxsKM
217,you can check that up I guess the point,434.989,3.18,MHWnTJwxsKM
218,here is that no matter what region,436.459,2.97,MHWnTJwxsKM
219,you're in with the oneplus you'll get,438.169,3.33,MHWnTJwxsKM
220,the better Snapdragon chip even the,439.429,4.38,MHWnTJwxsKM
221,speakers on the oneplus a top level this,441.499,3.57,MHWnTJwxsKM
222,is another corner the company has,443.809,3.93,MHWnTJwxsKM
223,historically cut but not anymore you get,445.069,5.22,MHWnTJwxsKM
224,one on the front on bottom vocals and,447.739,5.16,MHWnTJwxsKM
225,instrumentals just sounded so crisp and,450.289,4.59,MHWnTJwxsKM
226,I would say the volume is comparable,452.899,4.17,MHWnTJwxsKM
227,between the two so at this stage it's,454.879,3.36,MHWnTJwxsKM
228,starting to seem a little bit like a,457.069,3.93,MHWnTJwxsKM
229,homerun for one plus it seems as if it,458.239,4.14,MHWnTJwxsKM
230,does pretty much everything the s20,460.999,3.21,MHWnTJwxsKM
231,ultra does but just at least as good or,462.379,4.5,MHWnTJwxsKM
232,better and it's far cheaper so does the,464.209,5.31,MHWnTJwxsKM
233,s20 ultra even have a place well the one,466.879,4.29,MHWnTJwxsKM
234,area where I can see oneplus two saved,469.519,4.14,MHWnTJwxsKM
235,some money versus Samsung is the camera,471.169,4.08,MHWnTJwxsKM
236,system and so while Samsung has a,473.659,4.081,MHWnTJwxsKM
237,massive 108 megapixel main sensor,475.249,5.13,MHWnTJwxsKM
238,oneplus has a smaller 48 megapixel one,477.74,4.289,MHWnTJwxsKM
239,it's a new sensor it's an improvement,480.379,3.45,MHWnTJwxsKM
240,from last gen but not as good as,482.029,3.0,MHWnTJwxsKM
241,Samsung's something has a,483.829,3.18,MHWnTJwxsKM
242,high-resolution telephoto camera that,485.029,4.26,MHWnTJwxsKM
243,you do 10 times hybrid zoom what Plus,487.009,4.59,MHWnTJwxsKM
244,can do three times hybrid zoom and they,489.289,4.08,MHWnTJwxsKM
245,both have pretty comparable ultra white,491.599,3.69,MHWnTJwxsKM
246,cameras but this is where it gets weird,493.369,4.2,MHWnTJwxsKM
247,these are both quad camera systems,495.289,4.14,MHWnTJwxsKM
248,Samsung's forth is a time-of-flight,497.569,4.62,MHWnTJwxsKM
249,camera to detect depth but oneplus is,499.429,4.17,MHWnTJwxsKM
250,fourth is something called a color,502.189,4.111,MHWnTJwxsKM
251,filter camera or in other words a camera,503.599,4.02,MHWnTJwxsKM
252,that can view the world in a slightly,506.3,3.0,MHWnTJwxsKM
253,different way and I'll give it this it,507.619,3.72,MHWnTJwxsKM
254,has been fun walking around and just,509.3,3.69,MHWnTJwxsKM
255,seeing how different normal day-to-day,511.339,4.411,MHWnTJwxsKM
256,objects look but honestly I have really,512.99,4.319,MHWnTJwxsKM
257,tried to give this thing a chance and I,515.75,3.18,MHWnTJwxsKM
258,just don't get it it doesn't make any,517.309,4.02,MHWnTJwxsKM
259,sense to me the camera is low resolution,518.93,3.93,MHWnTJwxsKM
260,and it doesn't let nearly as much light,521.329,3.211,MHWnTJwxsKM
261,in as your main camera in a best-case,522.86,3.539,MHWnTJwxsKM
262,scenario your outputs gonna look like a,524.54,4.049,MHWnTJwxsKM
263,really old film and in worst case it'll,526.399,3.601,MHWnTJwxsKM
264,just look like something's gone wrong,528.589,2.971,MHWnTJwxsKM
265,maybe someone will,530.0,3.66,MHWnTJwxsKM
266,really cool views for it but considering,531.56,3.719,MHWnTJwxsKM
267,that in my briefing of the phone the,533.66,3.15,MHWnTJwxsKM
268,company barely touched on it and,535.279,3.391,MHWnTJwxsKM
269,considering that the setting for using,536.81,3.33,MHWnTJwxsKM
270,this camera is hidden away in the,538.67,2.28,MHWnTJwxsKM
271,filters menu,540.14,2.67,MHWnTJwxsKM
272,it suggests that oneplus isn't that,540.95,3.03,MHWnTJwxsKM
273,confident in it either,542.81,2.969,MHWnTJwxsKM
274,that said I spent most of my time with,543.98,3.78,MHWnTJwxsKM
275,oneplus camera actually just being taken,545.779,3.871,MHWnTJwxsKM
276,aback at how much they've improved the,547.76,3.69,MHWnTJwxsKM
277,rest of it it may be cheaper hardware,549.65,3.78,MHWnTJwxsKM
278,than what's on Samsung's but in almost,551.45,4.32,MHWnTJwxsKM
279,every situation the output is at least,553.43,4.47,MHWnTJwxsKM
280,as good Paswan plus phones had some,555.77,4.56,MHWnTJwxsKM
281,potentially wonky color processing none,557.9,4.02,MHWnTJwxsKM
282,of that here photos look true to life,560.33,3.78,MHWnTJwxsKM
283,and crispy with nice depth of field,561.92,3.96,MHWnTJwxsKM
284,thanks to a pretty large sensor and,564.11,4.29,MHWnTJwxsKM
285,video the video colors and the dynamic,565.88,4.98,MHWnTJwxsKM
286,range are stunning and lifelike it feels,568.4,3.96,MHWnTJwxsKM
287,like oneplus has gone right back to the,570.86,3.419,MHWnTJwxsKM
288,drawing board and built a completely new,572.36,3.66,MHWnTJwxsKM
289,color processing algorithm that just,574.279,2.581,MHWnTJwxsKM
290,works,576.02,3.33,MHWnTJwxsKM
